date,year,month,day,day_of_week,day_of_week_num,is_weekend,is_holiday,station_id,station_name,station_lat,station_lng,fuel_type,price_per_litre,demand_litres,seasonal_factor,quarter,week_of_year,month_name
2021-01-02,2021,1,2,Saturday,5,1,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2147.0,251,1.15,1,53,January
2021-01-02,2021,1,2,Saturday,5,1,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2519.0,500,1.15,1,53,January
2021-01-02,2021,1,2,Saturday,5,1,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2313.0,397,1.15,1,53,January
2021-01-02,2021,1,2,Saturday,5,1,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,1963.0,189,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2025.0,924,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2383.0,664,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2207.0,214,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2324.0,561,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2416.0,428,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,1996.0,220,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2957.0,405,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2471.0,354,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2209.0,133,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2425.0,442,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2409.0,341,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,1910.0,165,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2378.0,590,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2386.0,431,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2174.0,188,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2399.0,402,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2282.0,384,1.15,1,53,January
2021-01-03,2021,1,3,Sunday,6,1,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2009.0,152,1.15,1,53,January
2021-01-04,2021,1,4,Monday,0,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2557.0,1107,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2512.0,776,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2014.0,368,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2296.0,804,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2439.0,606,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,1886.0,325,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2461.0,537,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2539.0,525,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2059.0,215,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2301.0,639,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2400.0,590,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2098.0,185,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2880.0,629,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2692.0,498,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,1917.0,287,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2682.0,500,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2372.0,519,1.15,1,1,January
2021-01-04,2021,1,4,Monday,0,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,1733.0,252,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2201.0,1021,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2272.0,1062,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,1808.0,380,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2296.0,811,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2635.0,739,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,2063.0,326,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2509.0,663,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2405.0,606,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,1861.0,274,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2624.0,539,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2412.0,537,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,1968.0,242,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2699.0,718,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2466.0,607,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,1973.0,349,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2639.0,467,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2532.0,366,1.15,1,1,January
2021-01-05,2021,1,5,Tuesday,1,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2461.0,160,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2826.0,955,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2613.0,666,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,1984.0,390,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2350.0,697,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2397.0,824,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,1850.0,281,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2447.0,684,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2496.0,567,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,1946.0,244,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2459.0,565,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2255.0,576,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2110.0,215,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2556.0,727,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2297.0,570,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,1773.0,294,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2499.0,412,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2557.0,487,1.15,1,1,January
2021-01-06,2021,1,6,Wednesday,2,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,1936.0,215,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2542.0,832,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2388.0,739,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,1964.0,328,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2369.0,838,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2218.0,825,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,2030.0,334,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2486.0,655,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2281.0,611,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2060.0,213,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2611.0,521,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2447.0,475,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,1881.0,265,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2599.0,701,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2419.0,631,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,1784.0,303,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2804.0,438,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2028.0,576,1.15,1,1,January
2021-01-07,2021,1,7,Thursday,3,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,1873.0,189,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2693.0,845,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2280.0,989,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2063.0,408,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2499.0,766,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2136.0,856,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,2052.0,351,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2405.0,744,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2102.0,621,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,1984.0,212,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2357.0,559,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2517.0,471,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2024.0,211,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2774.0,677,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2063.0,791,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,1977.0,263,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2683.0,569,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2624.0,353,1.15,1,1,January
2021-01-08,2021,1,8,Friday,4,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2042.0,237,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2251.0,937,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2465.0,699,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,1849.0,327,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2507.0,608,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2538.0,510,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,1933.0,272,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2182.0,659,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2350.0,552,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2009.0,228,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2518.0,543,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2484.0,420,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2048.0,195,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2391.0,732,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2483.0,476,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2022.0,237,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2298.0,470,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2350.0,430,1.15,1,1,January
2021-01-09,2021,1,9,Saturday,5,1,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2077.0,148,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2632.0,529,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2372.0,666,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,1895.0,235,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2742.0,431,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2042.0,552,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,1974.0,215,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2585.0,430,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2314.0,448,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2070.0,161,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2166.0,538,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2400.0,349,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2007.0,167,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2549.0,537,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2524.0,385,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,1942.0,213,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2350.0,420,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2060.0,321,1.15,1,1,January
2021-01-10,2021,1,10,Sunday,6,1,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2012.0,137,1.15,1,1,January
2021-01-11,2021,1,11,Monday,0,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2095.0,1110,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2537.0,790,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2051.0,434,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2514.0,999,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2278.0,646,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,1968.0,330,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2460.0,685,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2575.0,553,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,1896.0,288,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2388.0,678,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2159.0,587,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2181.0,203,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2623.0,682,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2411.0,842,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,1810.0,356,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2411.0,554,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2312.0,561,1.15,1,2,January
2021-01-11,2021,1,11,Monday,0,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,1995.0,238,1.15,1,2,January
2021-01-12,2021,1,12,Tuesday,1,0,1,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2686.0,1010,1.15,1,2,January
